,237,259,260,281,282,304,305,326,327,348,349,371,372,393,394,416,1206,1228,1250,1251,1272,1273,1295,1296,1317,1318,1340,1362,1385,1363,350,1229,1274,1341,283,328,417,1319,395,238,1252,1207,373,306,1297,261,1364,1342,351,1230,1275,1320,284,396,329,374,1298,1253,352,239,1365,1276,307,1208,262,1343,330,1231,1321,1254,397,285,308,375,1299,1232,353,1366,1277,286,1344,263,331
0,-50.88472951296792,-50.11428885206132,-51.28213225959656,-51.489590083192915,-47.23392148531974,-44.41539733075291,-51.266588448406495,-47.69083171252503,-47.00541429854749,-51.492217510578094,-42.92011548556965,-46.57927787628562,-51.03635915108968,-51.01358963407763,-49.98983166107574,-51.03464635245852,-50.69406654662407,-47.628685310735946,-46.86099224578042,-49.46331995425236,-49.78335943636948,-44.16268407939838,-42.1320403350758,-51.62328402195563,-48.18353191678664,-48.77130675207157,-47.9929551614151,-50.24910781452023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.88049976698548,-50.13729259636357,-51.25378582093031,-51.52595001763653,-47.22128223361011,-44.47794704884288,-51.24120072498151,-47.76530370237605,-46.96646241943348,-51.52708870177446,-42.88766389837059,-46.60890047012366,-51.00070042166375,-51.04027430982633,-49.97524064999266,-51.031148997419365,-50.68802316855753,-47.63197778974752,-46.92425394575103,-49.42752938857585,-49.829814155362115,-44.11788708387178,-42.18074839188188,-51.596663255947355,-48.217995301156634,-48.74112130115826,-48.00184731469319,-50.2738278368095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.8792137103695,-50.164349117521574,-51.22584256718981,-51.558105926714745,-47.211285381077914,-44.540490964578595,-51.21192526295697,-47.824569868401944,-46.92867737809553,-51.562537978333,-42.87076915608822,-46.64006482821993,-50.96650286719949,-51.0645429579085,-49.963085803664235,-51.02943797469508,-50.68254125121884,-47.63953178605636,-46.98926113233516,-49.39277611651681,-49.87728487891194,-44.08038318157001,-42.24068450713037,-51.57073333584747,-48.253726641580606,-48.708807212460485,-47.9991095790811,-50.30002405242055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.86891605998016,-50.1954158790106,-51.1983073335484,-51.59161065902165,-47.20400996364788,-44.5761673924812,-51.18330445384327,-47.87484053731431,-46.88084715366984,,-42.84933890664972,-46.67273910856881,-50.93379325432994,-51.08705153010789,-49.935895579366175,-51.02949053259371,-50.67763411233979,-47.6514132670378,-47.064053406362945,-49.359073062470664,-49.925749771605304,-44.036372448006944,-42.311648983862284,-51.54550685060335,-48.29071106259106,-48.68005569504724,-48.00311173510539,-50.32766040769012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.86134480717851,-50.230455302986186,-51.17118487643832,-51.626437577518864,-47.199537149924495,-44.59114270674561,-51.15534677433607,-47.92735930072201,-46.836317797523186,,-42.81084830148831,-46.70689453613082,-50.90259989408543,-51.109935844506076,-49.91238155800161,-51.01993910814977,-50.67331411429901,-47.659219449970074,-47.1461616798703,-49.326431113750246,-49.975185723115096,-43.950783725140504,-42.39345578745784,-51.520990822467155,-48.32893669326226,-48.65300671231527,-48.013854078422014,-50.35416808581533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.85675052688943,-50.26942280328879,-51.14448030071536,,-47.19274908798557,-44.61932130109375,-51.128063423253764,-47.982085964020065,-46.78966514471314,,-42.77395233776757,-46.73478114731628,-50.87294981752346,-51.13319761832521,-49.8925763213165,-51.007796374593674,-50.66959327346733,-47.66414874819728,-47.248224002153236,-49.29486443414924,-50.0255737265413,-43.87252454073827,-42.47045391732179,-51.497203122525406,-48.368389143065,-48.61253679391177,-48.031343574861225,-50.36841005825175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.855157099975884,-50.312283726458126,-51.11819935836404,,-47.181315180343255,-44.660557128026085,-51.101463918479055,-48.03897738700951,-46.726951573812116,,-42.7378644078609,-46.763955645685726,-50.84487241211026,-51.15683783896679,-49.87651275316026,-50.99745499178102,-50.66648590500308,-47.648269899682575,-47.340939430103354,-49.26438492348247,-50.07689312757542,-43.80175758758121,-42.54645456395413,-51.47415237605876,-48.40905527245046,-48.575742318761996,-48.02671216821529,-50.371540557097646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.85659039015276,-50.359005026190076,-51.0923469055243,,-47.17257814687993,-44.69297855198952,-51.075557344476564,-48.08869329825784,-46.66756838018716,,-42.71729122218964,-46.79451844760613,-50.8183982594531,-51.180857500754286,-49.864223954329816,-50.98888959408843,-50.6640060901136,-47.63666088932474,-47.443807012616894,-49.232535964903015,-50.1291209335372,-43.738654593980826,-42.60430976525249,-51.451850901562764,-48.450922986138295,-48.53861756648247,-48.024512583641304,-50.37419270762692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.86107463533988,-50.39753221204922,-51.06692778575944,,-47.16092542909833,-44.724035085963926,-51.050354856090564,-48.13296415239602,-46.61159854597575,,-42.71214221821119,-46.82644189453811,-50.793555323343554,-51.20525760535965,-49.84730591481912,-50.98207741947231,-50.662167611106064,-47.62937603227634,-47.50087420761211,-49.195083040295444,-50.18222879951264,-43.68339362875509,-42.65007609610698,-51.43031494257643,-48.4939788287516,-48.48806310603392,-48.02901837554381,-50.3707519571183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-50.868635804479965,-50.42063128077948,-51.04194898566939,,-47.15019865074002,-44.76822418832228,-51.02586667384627,-48.17818351781976,-46.55913028171077,,-42.72233502311661,-46.85970254445024,-50.76194375160761,-51.23003903921342,-49.81380640222163,-50.97699588691789,-50.66098461299081,-47.62647073784629,-47.49462299872175,-49.15873998238751,-50.23620635010893,-43.63616060737603,-42.703303588902855,-51.40494107190342,-48.53085248765038,-48.441273625729565,-48.040240268346395,-50.368953389406755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-50.87930188314968,-50.43151771431036,-51.017416302712405,,-47.14240861186692,-44.825295479245575,-51.00210370090083,-48.212897470230146,-46.51025336640201,,-42.72801979922715,-46.89427858111862,-50.73195360952971,-51.25520215714037,-49.77780715151765,-50.973620564735455,-50.660473203869756,-47.62800116982284,-47.494325353128914,-49.123518433143055,-50.29103907029417,-43.595471181574084,-42.72548949851904,-51.37519031507759,-48.5553053013689,-48.39832642351893,-48.05819199246273,-50.36876142076798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-50.89309915725079,-50.44477007837194,-50.99333464462461,,-47.13763631562078,-44.864502074685156,-50.974668148126334,-48.2497999699676,-46.46506243564883,,-42.697827487347524,-46.93014817162532,-50.70363353751687,-51.28074843077462,-49.74559832291379,-50.97192880018028,-50.65918154666846,-47.63402166199043,-47.49093159258874,-49.08942980965431,-50.346706234377436,-43.56099272174486,-42.74925714762372,-51.34617821837452,-48.581003541128105,-48.35930206859029,-48.082890386710076,-50.3701388489946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-50.910055332124735,-50.448290587725346,-50.96971147985781,,-47.13596379136844,-44.86190329537659,-50.94363871878487,-48.288843039403744,-46.42365612141233,,-42.65619884257457,-46.96729172853142,-50.67701451893108,-51.30667938773844,-49.71719611860321,-50.9718981045703,-50.65234291531954,-47.644590736820206,-47.4923541301072,-49.05648697665842,-50.4031946460385,-43.53334195197837,-42.783007699574156,-51.317921675507286,-48.60793227655673,-48.32428357667503,-48.11435529806886,-50.37305089290615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
