,463,485,507,508,529,530,552,553,574,575,597,619,620,642,1001,1023,1045,1046,1068,1090,1091,1112,1113,1135,1157,1158,1180,1024,1136,486,1069,441,979,531,598,1114,464,576,1047,1002,665,1181,509,1092,643,1203,1159,554,621,1137,1025,487,1070,599,532,980,442,1115,666,577,1182,1204,1048,465,510,1003,644,1093,1160,555,622,1138,488,1026,1071,600,533,1116,1205,667,981,1183,578,1049,511,645,466,1161,1094,1004,556,623,1139,489,1027,1072,601,534
0,-49.03298514336314,-45.8138106357938,-47.798433786980034,-47.853343477528966,-51.06262637394268,-42.35813610278348,-43.9480009089487,-50.57364768437257,-49.45171276970366,-47.46169135161614,-46.73485118310915,-50.036403614107755,-51.38377455053342,-50.848378480789755,-49.85002074351483,-48.78202589608109,-50.185847100876614,-47.72210627095264,-43.46162980848533,-45.21561560830118,-48.49874833870619,-50.550772997006575,-43.87892984172667,-45.02490463032493,-49.72622544743488,-49.97990466478896,-50.097078341831434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.018623499635076,-45.90858472220923,-47.85774079288182,-47.81231147159705,-51.09959865044598,-42.27499163646882,-44.002083019274004,-50.54530299209187,-49.48921759679638,-47.431843321260146,-46.760658218603865,-50.04783261061821,-51.36496931928666,-50.83871649317743,-49.84769991155301,-48.83986926374507,-50.226093927620255,-47.678735051535114,-43.50843487844142,-45.243685173939284,-48.45368250410539,-50.582274979940124,-43.827944774875,-45.03923926915182,-49.74945587626927,-49.94559057285955,-50.08722189451451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-48.99919218896771,-46.01187740050101,-47.91841959340138,-47.7618766761923,-51.13724967971316,-42.20801952562298,-44.06299685250047,-50.50657733834922,-49.527633527997814,-47.388503091643116,-46.79427048608443,-50.0606946353799,-51.34868650578362,-50.8333102395865,-49.84470255746821,-48.89231483831527,-50.26840255846743,-47.637203506521494,-43.5716106628865,-45.27693420112701,-48.410342402277074,-50.61246056067378,-43.7900547687167,-45.058283012261015,-49.77317190842654,-49.914411135237884,-50.08049378848121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-48.98100091927327,-46.12377029083688,-47.94641655592679,-47.707763350970396,-51.17556768964265,-42.14431274632125,-44.10391803896771,-50.465260270067134,-49.56694900365374,-47.33646820077609,-46.835642655442825,-50.07495520828719,-51.334964905902474,-50.83217189018473,-49.84517978009295,-48.927879138610905,-50.31273037315721,-47.597559144413104,-43.607069515549,-45.31520030950958,-48.36876747032636,-50.63781876345952,-43.76562159619457,-45.08190656457287,-49.79737268812364,-49.886417143438884,-50.076877682536036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-48.964087464779254,-46.24435602375178,-47.971442561666464,-47.65546850745869,-51.21454194979812,-42.089567097518675,-44.14600968975429,-50.424962952009864,-49.607152911130605,-47.29031157113387,-46.884739253575646,-50.090580001846476,-51.32384298697257,-50.807396122856886,-49.84918205062073,-48.9204376802837,-50.35903573944621,-47.559851036427084,-43.56106403059566,-45.35832982938611,-48.3290005046075,-50.65734839421061,-43.72962252678672,-45.109983883445004,-49.819867852280055,-49.86165925862474,-50.0763551526976,-51.64301718247374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-48.94849046229352,-46.37372023570955,-47.999857336872644,-47.60502322650566,-51.254161943019156,-42.05114317658471,-44.19485935933197,-50.38570492412382,-49.64823352663055,-47.25016240839804,-46.920098672262334,-50.107536665318946,-51.31536309229156,-50.765028414691784,-49.85676393806786,-48.89923650487982,-50.40727638055057,-47.524128030765866,-43.529162699788024,-45.40617336946241,-48.29108618987437,-50.677828174561554,-43.68372871887058,-45.12988917563378,-49.84270614522931,-49.840189442792976,-50.07891094846088,-51.609279640684875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-48.93424791324442,-46.511971401199546,-48.03157508353583,-47.55645742804386,-51.294417457921966,-41.98356841214619,-44.248284393711266,-50.347505567790314,-49.68425094552038,-47.208314180510385,-46.95435951563511,-50.125792414403364,-51.30240216968829,-50.72711525883839,-49.858665377585815,-48.88445600369563,-50.45741306450206,-47.490444852343956,-43.51366540809245,-45.458589161435974,-48.255069543362254,-50.69923945275643,-43.617433352767705,-45.148505760111846,-49.86611884701554,-49.822059064291516,-50.08452700085321,-51.57591029796166,-51.69376108986968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-48.92139929766766,-46.65177762515286,-48.0665115517958,-47.50980456643299,-51.33529857847493,-41.92852012420965,-44.29563540788365,-50.31038801054117,-49.71531711712879,-47.13972738035069,-46.99590214512307,-50.14531573632799,-51.28138751286042,-50.69364842550493,-49.851710017034954,-48.87601973001415,-50.50730298610538,-47.45885406489252,-43.51468429818742,-45.51544006320788,-48.21440445840491,-50.721565115652105,-43.53462154529218,-45.17127352834338,-49.89010545771485,-49.80732772301174,-50.09318852431888,-51.5429123760991,-51.65962872998284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-48.90998463023011,-46.74807088778407,-48.10458612986997,-47.46509963153643,-51.3767944412923,-41.890823134764105,-44.34952571464727,-50.27437055978319,-49.74727603567465,-47.077499983866566,-47.04467793408238,-50.16607613087028,-51.263038257081426,-50.66462225546351,-49.84833826142391,-48.873843965472744,-50.53731676116791,-47.42941481588967,-43.532350943231776,-45.57659469035163,-48.15483924039242,-50.74478946622607,-43.465848224865084,-45.19807499782618,-49.9146633926071,-49.796052775951416,-50.10487926200056,-51.510290008743176,-51.623730693062065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
