,882,904,926,927,949,971,972,993,994,1016,1038,1039,1060,1061,1083,1105,1106,1128,1150,1172,1173,1195,1217,1218,1240,1262,1284,1285,1307,1329,1330,1352,1374,1375,1396,1397,1419,1441,1442,1463,1464,1486,1508,1509,1531,1553,1263,1151,1420,1487,1084,1308,1017,905,1353,1196,950,1465,1129,1398,1062,1241,995,1286,1554,1532,1174,1443,1331,1107,928,1040,1510,1376,1219,973,1152,1264,1488,1421,1085,1018,1309,906,1197,1354,951,1466,1130,1063,1399,1242,1555,996,1533,1287,1175,1444,1332,1108,1511,929,1041,1377,1220,974,1489,1153,1265,1422,1086,1019,1310,1198,1355,952,1467,907,1131,1556,1064,1400,1243,997,1534,1288,1176,1445,1109,1512,1333,1042,930,1378,1221,975,1490,1154,1423,1266,1087,1020,1311,1199
0,-51.48852721310977,-49.89212269930842,-50.0997028205012,-49.93716725138742,-46.00806545180478,-44.30989919010959,-50.90986976917931,-47.960670144984725,-46.61823846725199,-41.84132551221683,-44.93504559551507,-49.8297657875967,-49.94835579664641,-46.47333076210088,-45.575106812820664,-49.006698420855905,-49.52839250008593,-47.71112885014338,-48.860515656062525,-51.51914917971327,-49.77243377264613,-49.14036461087637,-50.71373808304947,-50.919655649345344,-49.13208733418712,-49.442723698622956,-51.57712345745431,-49.14667196114572,-47.7623273678456,-49.28622877773939,-49.31443945917728,-45.3358115079882,-45.88442739773895,-50.25596543271364,-49.32376115072513,-45.65877070805452,-40.60931602538907,-45.92182306724443,-48.57914558164941,-50.31564177261049,-45.103966647591314,-45.66847967194744,-49.61530758898081,-50.15592330862914,-49.82696070196663,-51.38297390745295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.485285827970166,-49.89320925034873,-50.12025991807661,-49.92286686274574,-45.98067760048884,-44.341518466830856,-50.875357560787236,-48.01215063901811,-46.54617405714027,-41.83687794471802,-44.96760905504952,-49.79565360271287,-49.969943087756825,-46.36989639623539,-45.512725887384576,-49.01444760969747,-49.513073481408284,-47.700099310218235,-48.87159892211934,-51.5458537637373,-49.74344892872742,-49.16585085848507,-50.72484758836354,-50.8949565096122,-49.12895102414855,-49.44482351547096,-51.59550129268673,-49.11519492688132,-47.74286455885937,-49.29737416635739,-49.280346568898345,-45.28793444520456,-45.85600012985398,-50.23463754482157,-49.379910186155776,-45.60371780310159,-40.592546105785004,-45.95243842376555,-48.54864440217344,-50.35612968051642,-45.031412798440826,-45.68770327062545,-49.646292129971826,-50.14236789657468,-49.820478193241804,-51.388819113699434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.483139131999394,-49.89799300018105,-50.14036302695369,-49.90456124068169,-45.946186102627266,-44.38711870030265,-50.835865324322796,-48.064144117211185,-46.47728302030206,-41.81222625128365,-45.0065427121556,-49.7629613246028,-49.99254160773613,-46.275176979740976,-45.46266628557616,-49.02444791682566,-49.500856732042365,-47.698051450525995,-48.887788730636885,-51.56637937342751,-49.71925513101183,-49.17551173844154,-50.73026515315195,-50.87259613455296,-49.1325663926175,-49.45244566073815,-51.615524438277646,-49.08806414301759,-47.73287978192656,-49.31220425328825,-49.247884842363916,-45.25014812222863,-45.83660832058497,-50.21425601336908,-49.42575121327885,-45.553540334371675,-40.60570562920286,-45.977602395700494,-48.52016346602652,-50.397395914105516,-44.9704832664601,-45.70451367672783,-49.67783749970338,-50.13181688027338,-49.817751158897956,-51.395858883393174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.48210926073481,-49.885625903273606,-50.14577523273954,-49.881381104944424,-45.91163098759118,-44.44649484501488,-50.79706791433624,-48.10851363936528,-46.411644263746126,-41.756727180174416,-45.051650463712605,-49.731720329848564,-50.01613262761606,-46.189322351830086,-45.424624298382774,-49.036642287892406,-49.4918123252183,-47.70505500369792,-48.908991065619716,-51.58552701425233,-49.699925789330656,-49.183202044396964,-50.734722933683884,-50.8526200853274,-49.142990567134994,-49.465516974058204,-51.63457250057414,-49.065365893229,-47.73228882202823,-49.33063636578193,-49.217094637749696,-45.2225978599704,-45.82826954841859,-50.19484945316507,-49.46648731615088,-45.50838473035293,-40.64870620001405,-46.00717105077841,-48.49084301441061,-50.43942902961726,-44.92144794346757,-45.71588466671612,-49.702013061611225,-50.124322346489116,-49.818783430406405,-51.40407106516905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.47714768223196,-49.87657379025343,-50.14061433448348,-49.85879170284069,-45.88116606412524,-44.47857545353398,-50.75897615849898,-48.155213309532705,-46.349352507745955,-41.673855326344516,-45.10274493052953,-49.70196279989153,-50.040694691447015,-46.11248851721625,-45.36807148490793,-49.05097516484284,-49.48601437002487,-47.72119066694097,-48.935117950881704,-51.59353195234281,-49.681202481109764,-49.19790214455844,-50.74201216352772,-50.83507392253024,-49.13114556033988,-49.48396706761929,-51.65282521286706,-49.047187473143204,-47.74101773681663,-49.3525898239251,-49.18801808260564,-45.205441029898374,-45.830721460919044,-50.17642342540533,-49.508817218730414,-45.46840344050608,-40.72153682267306,-46.04100939457555,-48.443654598893545,-50.48221744798581,-44.87372465195871,-45.73261141636383,-49.72556080398901,-50.11993754280796,-49.82358118051407,-51.413433366212324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.46674423473371,-49.871274275935285,-50.12415206848025,-49.836799346694505,-45.85492325774535,-44.52303255819744,-50.721600666644036,-48.20417723675631,-46.29050040881593,-41.55362513987866,-45.15964701720196,-49.673723068764204,-50.06620927467605,-46.04484327658233,-45.31105809638498,-49.06739182628661,-49.481638806054534,-47.7232362898752,-48.96608290038763,-51.60278386817942,-49.650018559441776,-49.17990909341082,-50.752080489571945,-50.82000674743867,-49.122397394513364,-49.50773039756457,,-49.03362110460062,-47.72186323702276,-49.37798419095639,-49.16069886250228,-45.19884631382192,-45.843718774991366,-50.15899243942715,-49.5527073133949,-45.422093639285066,-40.82425508616369,-46.078990923785106,-48.398415154414266,-50.525749068656395,-44.792023512384915,-45.754543141188904,-49.74964208146635,-50.11871736452208,-49.832152096719405,-51.42392466715924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.45721420197418,-49.861972848855835,-50.111189299575884,-49.815412833618,-45.83303810581498,-44.573235800051606,-50.68495210595511,-48.248412839699945,-46.2351827096682,-41.40134812007672,-45.22218324639154,-49.64703444574728,-50.092666125581985,-45.986564149719314,-45.265804406854,-49.08583982381369,-49.45828882941866,-47.72201664669268,-48.99500246138119,-51.61325656901337,-49.62378191186439,-49.15529466770514,-50.76487776164424,-50.807468557644825,-49.1206049196797,-49.536743290648566,,-49.02475936905128,-47.71120416471648,-49.406136014738195,-49.13518207220282,-45.202994939820485,-45.86702580901742,-50.1425717297999,-49.57801731685689,-45.37338321260589,-40.95699170609799,-46.12099299321673,-48.35518388476727,-50.57001411725243,-44.71648585269685,-45.78153472947904,-49.77305763328722,-50.120715238091165,-49.84450159909954,-51.435523557408104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.442709055201014,-49.83991615500376,-50.101660373123664,-49.79463999896027,-45.81564568550151,-44.61787446441819,-50.64288364318739,-48.28646096360751,-46.183503497639705,-41.21984236914007,-45.29018807583964,-49.62193256533485,-50.117393427501405,-45.93783333599341,-45.232061066024855,-49.10626859928273,-49.4381578096418,-47.71984503810686,-49.00931920192757,-51.62492608579366,-49.59929315638764,-49.13790028529852,-50.78035470959347,-50.78885436938152,-49.125835638387485,-49.570945825217876,,-49.016261845890774,-47.70980269692718,-49.42090160952613,-49.111513460864636,-45.21808213360988,-45.900420048240434,-50.12718034048565,-49.600567825173854,-45.32138494040715,-41.1199519304524,-46.166897454991876,-48.31402136823054,-50.615001609863974,-44.653475916272576,-45.81106878666277,-49.792991128110266,-50.12599091999757,-49.86064001318519,-51.44820756260516,-51.62675860697243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.42925607953941,-49.82168148562555,-50.09550020202913,-49.77448957032177,-45.78413178547617,-44.675536617594176,-50.597398649674616,-48.326671371018584,-46.13556509128983,-41.043515666206325,-45.35343521255498,-49.59845480776552,-50.13223123383086,-45.898847484884335,-45.209593315171475,-49.128628097080885,-49.42132440065866,-47.71507653181893,-49.02834054225937,,-49.561533359069905,-49.12764655700588,-50.79846423920546,-50.77139070542706,-49.138158466235836,-49.60744059217062,,-48.99842674590995,-47.71760153046803,-49.43901393688522,-49.08974013884326,-45.24431584010931,-45.94369060429132,-50.10708393824903,-49.62476414962331,-45.251004538920945,-41.31341250301078,-46.216592960406814,-48.27499197336973,-50.6601326780946,-44.60326311673367,-45.8264232312471,-49.81354726890177,-50.13461343442436,-49.88057604639293,-51.46195628597387,-51.61415921274234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
