,1,23,24,46,68,90,91,113,135,136,157,158,180,181,202,203,224,225,247,269,270,292,1240,1262,1284,1285,1307,1329,1330,1351,1352,1374,1396,1397,1418,1419,1441,1463,1464,1486,1508,1509,1531,1553,1575,1576,69,1442,1263,248,1375,114,1554,1308,1487,226,2,159,1420,1353,47,1532,92,1241,1286,204,1465,1398,137,293,1577,1331,271,25,1510,182,70,1443,249,1264,1376,115,1555,1309,227,1488,3,160,1421,1354,48,1533,93,1287,205,1242,1466,294,1399,138,1578,272,1332,26,1511,183,250,1444,71,1377,1265,116,1556,1310,228,1489,161,4,1422,1355,49,1534,94,295,206,1288,1467,1400,1243,317,139,273,1579,1333,27,1512,184,251,1445,72,1378,1266,117,1557,1311,229
0,-48.83612187399943,-49.79837051359731,-51.01551619638373,-48.44691165377427,-47.531116584886455,-49.54867767681642,-48.17069047419784,-44.47503470065645,-45.68655352647572,-49.254834125954325,-50.12158673610153,-44.094547834512035,-41.84346665406235,-51.45480891522136,-47.10098607108453,-48.43340219074196,-51.24765859995251,-45.959239925033984,-47.57111692968128,-50.631264451665686,-50.98072080915439,-51.17472523059922,-50.10348497857861,-48.66640931755182,-49.51521350733881,-48.41626716937357,-44.05912215587897,-44.17607699585158,-50.07250673665738,-48.730408876929246,-45.6094657543018,-42.273960754072945,-46.34034125357836,-49.41720804892081,-50.70953658125255,-46.118224465883884,-46.40543437665613,-50.06584374116625,-49.575338967493316,-48.372425160848714,-49.7136402232012,-51.42022376918643,-49.42760881154627,-49.29872356441236,-51.18909396923307,-50.38523927024692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-48.82543795952439,-49.816715132195455,-50.9820145796137,-48.451539803771986,-47.535458065017544,-49.58723888400644,-48.127519029276435,-44.482316120580705,-45.64333405169271,-49.2167697506281,-50.18430826092882,-44.052572793337504,-41.90998139572965,-51.42146411842557,-47.14866124435052,-48.38916053022803,-51.28263298684352,-45.931996398830215,-47.58197907572894,-50.64868563984258,-50.95111809333709,-51.162093767868726,-50.09376100159619,-48.67564498861277,-49.56014312466255,-48.38763310217659,-44.05774570949467,-44.23147286514456,-50.03515675469825,-48.76944680248628,-45.52576104006495,-42.21847853443413,-46.39031404757091,-49.39014553552938,-50.74337072160339,-46.06699102264589,-46.50838551469788,-50.08080382581979,-49.54484375177721,-48.40349219404642,-49.728031357355505,-51.39396517402166,-49.41410598920246,-49.307263858895816,-51.21954492507375,-50.36495059736821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-48.82244577283927,-49.839380196390664,-50.94984089098108,-48.46254231500684,-47.5494437161032,-49.628251520548304,-48.08455083713105,-44.48746620541619,-45.60873421640093,-49.17993235554869,-50.24810742081219,-44.0206612910319,-41.926440537084346,-51.388756172585374,-47.18960153623489,-48.34435833589594,-51.31464092314424,-45.89704077033527,-47.59576186292398,-50.66662836370913,-50.92444797680608,-51.15201278123563,-50.085736905415544,-48.69036053477999,-49.590584273738465,-48.36013395642813,-44.066159477214796,-44.298413774414314,-49.993271713890735,-48.81010164615037,-45.43993529958386,-42.18781985455106,-46.44364667961962,-49.34094202767792,-50.77789603294634,-46.02689346519903,-46.61949761035771,-50.097319817216935,-49.495571238832774,-48.34288625027315,-49.745992631417444,-51.36957688044081,-49.40655237531446,-49.322075612032805,-51.240113360671124,-50.34781812522332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-48.827142908729265,-49.85306288659017,-50.91902598584192,-48.45718586420561,-47.57294952483765,-49.67165977494353,-48.04266483233259,-44.45338746606762,-45.58247142309827,-49.13890071432867,-50.312945962585225,-43.9680053873947,-41.964478483380546,-51.35669525049531,-47.2328631658985,-48.28086651282102,-51.34476805234527,-45.85713217112166,-47.612387106279456,-50.68508588429772,-50.9007469259419,-51.14447256102021,-50.07945180546457,-48.710532081520796,-49.6219721156153,-48.33378462545423,-44.07458555434461,-44.37655462852449,-49.9451296038158,-48.85233681664736,-45.3603304344156,-42.182647020713986,-46.50025454244564,-49.29032827212712,-50.81310345490611,-45.9981778970183,-46.71716264196411,-50.11535658945925,-49.45028293011446,-48.2912406543675,-49.76746408935419,-51.34709429939939,-49.40501573203853,-49.34310848551819,-51.25522786196277,-50.333886866347044,-51.616009801196405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-48.83953585274212,-49.85352594694984,-50.88959978746481,-48.42349192732438,-47.600362962451825,-49.717405542519955,-48.00335714991305,-44.41449686070221,-45.564274607781826,-49.0911428860622,-50.37880701950529,-43.9081044155395,-42.0235004358529,-51.32529424049254,-47.27839715782647,-48.22011630511711,-51.37547506315083,-45.82828934031389,-47.62089773011378,-50.704052542839236,-50.88005084879143,-51.139461876477995,-50.07494242995285,-48.73613928102071,-49.65620108254867,-48.308602227684176,-44.052467338770704,-44.44835287993261,-49.89793809870414,-48.89611441988647,-45.28714758760147,-42.20275182289174,-46.55390897317226,-49.235408715060515,-50.848983712395636,-45.98110755657687,-46.8058183539458,-50.13487900077038,-49.40905204111684,-48.24850242871606,-49.792385454727594,-51.32655849747931,-49.39944883160884,-49.352846887447015,-51.27237384829567,-50.32320537481917,-51.58439636199553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-48.85963190823266,-49.858273341900706,-50.86159567442571,-48.39602192024945,-47.594179207812275,-49.76543710425272,-47.96669766945671,-44.39252245786962,-45.553886444703544,-49.044632727515456,-50.445674667438894,-43.85829773664618,-42.10294509876893,-51.294565743586006,-47.32615440905094,-48.162194053122334,-51.40675521454269,-45.81066024602454,-47.6261413128357,-50.723522518532974,-50.862398859308854,-51.13359760503784,-50.07224594348117,-48.762785712507664,-49.6932092779744,-48.28460330518027,-44.020443244808234,-44.47574493417597,-49.85171396744039,-48.94139953573682,-45.22059574779688,-42.23053497190876,-46.597472195874055,-49.18257942568023,-50.88552755329915,-45.97596396933196,-46.88574965296999,-50.155851169284716,-49.371954655672795,-48.21462592387248,-49.820700994538825,-51.30800662505503,-49.38259898953507,-49.368251513086406,-51.29151436768515,-50.315821992617245,-51.55333761199725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-48.88744993464145,-49.86723525218524,-50.83504358920035,-48.37486614857197,-47.59760411778372,-49.81569983510019,-47.932760087173314,-44.38757764676368,-45.55105999696452,-48.99939581461145,-50.51353186661742,-43.8068847093963,-42.09412880586547,-51.264520847462556,-47.37608559581746,-48.10719037922259,-51.43860022226966,-45.78044308345879,-47.63425019315612,-50.74349061846129,-50.84782860602998,-51.121243888327484,-50.07140071702378,-48.7900818672642,-49.73293357217058,-48.26180500402068,-43.96697592629004,-44.5074476949401,-49.80647578546369,-48.988157718244295,-45.16089487523092,-42.21625561005336,-46.64411498166373,-49.13189625834535,-50.92272732028178,-45.983046152109004,-46.95308802069804,-50.17824028137012,-49.33906677908928,-48.1895742435871,-49.852352715828175,-51.29147987752035,-49.37181279658283,-49.38122272256821,-51.31261356583578,-50.30019337933524,-51.522842490144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-48.87452882250724,-49.88034368622836,-50.8099789332023,-48.36011952496734,-47.61043602244608,-49.86814266774836,-47.901619663218256,-44.39980107391263,-45.5555583041274,-48.955458265180866,-50.58236385002867,-43.75540857400031,-42.08559960662953,-51.23517278795896,-47.428147103842605,-48.04466001079868,-51.471003331600905,-45.73124391488258,-47.6451465245639,-50.76395151188989,-50.83638047640341,-51.11142070280174,-50.07244708069591,-48.81197617183019,-49.77531452296689,-48.24022462831442,-43.92090904385141,-44.550123799637035,-49.76224370820515,-49.03635545543756,-45.10827622602359,-42.220202837781436,-46.69375700209343,-49.083416473777454,-50.96057311344041,-45.9983329657516,-47.02731248622777,-50.20201340086132,-49.31047073999778,-48.17331630418097,-49.88477912182007,-51.27702104755697,-49.367155146154936,-49.37805120606696,-51.33563701666043,-50.25460162938884,-51.49284216156989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-48.85243576663242,-49.89753467895195,-50.786434039668016,-48.351880312003736,-47.63248574808867,-49.92271572055755,-47.873354044104566,-44.42935930860095,-45.56715642758324,-48.912846563120375,-50.65185571455885,-43.71473214926479,-42.096472597503094,-51.20653652903534,-47.482293778369566,-47.975797314211555,-51.50088204299785,-45.68258084464876,-47.65875630474145,-50.78490021390675,-50.828096512263684,-51.10411181180454,-50.07542241955999,-48.83301247008727,-49.80631295074285,-48.215031876409455,-43.88524157842348,-44.59216288601138,-49.71903587798658,-49.08596063736013,-45.06298184120395,-42.23689495584062,-46.746323441332784,-49.03719963182173,-50.99905748221835,-46.01083505123384,-47.07696530660402,-50.22713730729577,-49.28625020140337,-48.16583113402584,-49.90634277355669,-51.264669948104654,-49.368695242541065,-49.38091698604339,-51.36054983116841,-50.19391699662694,-51.459423865305716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
