,time,615,638,660,705,727,772,817,839,884,750,683,593,616,862,795,728,661,840,594,773,706,907,639,818,885,751,684
0,0,73.2093289316779,86.3048264895404,78.71687204912362,96.97669638965678,67.08976931335297,97.28129727263038,77.91582257858873,85.93186911287356,70.81415517022998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,72.94076613002156,86.69513419618636,78.24609945417122,97.17664306378519,0.0,97.07952788019239,78.38252668212465,85.55654777385266,71.06619153533823,67.16657424902237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,72.66892138510927,87.08010320575504,77.77609164710405,97.3629574883455,0.0,96.86435764786481,78.84980357886714,85.17610546969976,71.31506354861001,67.58499312092292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,72.39394348978131,87.45943944263689,77.306996713662,97.53538068225333,0.0,96.63605499997145,79.31749459108767,84.79083642306003,71.56062168615365,68.00628223488118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,72.11599136050424,87.83281024569732,76.83897049051728,97.6936852245073,0.0,96.39490715034418,79.78540627000869,84.40101415491326,71.80273829533772,68.43039796475556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,71.83520416422148,88.19990508487487,76.37216258973838,97.83765442228422,0.0,96.14122971843403,80.25335253820379,84.00694011880299,72.04126130495213,68.85730442588931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,71.55173682490631,88.56041027622797,75.906709963394,97.96710465013108,0.0,95.87532372902278,80.72114806019744,83.60887842680015,72.27606104337558,69.28696313823332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,71.26573039153797,88.91400934183123,75.44273741915195,98.08184238716046,0.0,95.59751707176115,81.18858613952148,83.20710437385708,72.50698930299443,69.71932189402996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,70.97733532370988,89.26036528384441,74.98037729444215,98.18171918867984,0.0,95.30815291933204,81.65544538359548,82.8018879206818,72.73390293346574,70.15432516561603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,70.68669392067122,89.59916591321912,74.51974354030261,98.26659951782366,0.0,95.00757847383065,82.12151221538831,82.39349353562184,72.95666415601782,70.59192532657791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,70.39394048960266,89.9300977437969,74.06094508835386,98.33637207622499,0.0,94.69612390471289,82.58656620636543,81.9821647800521,73.17513478984559,71.03206032042561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,70.09921269025165,90.25281865706266,73.60409827619202,98.39091717665026,0.0,94.37416309957354,83.05035654556194,81.56817032027185,73.38916413995281,71.47466446503041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,69.80265124747253,90.56703195369555,73.14928972039682,98.4301729641844,0.0,94.0420513307164,83.51264827528351,81.15173493187497,73.5986257129344,71.91966246794773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,69.50437770953536,90.87240399227255,72.69661398172325,98.45409175205322,0.0,93.7001452671684,83.97319155859492,80.73310799621986,73.8033623470006,72.36699275672191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,69.20453321149141,91.16862953762069,72.24616699192494,98.46261810758875,0.0,93.34883206820915,84.43172126632615,80.3125252402645,74.00324773344029,72.81656629840792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,68.90323433347945,91.45539517720367,71.798028230332,98.45576606193943,0.0,92.9884785161744,84.8879565790385,79.8902018117282,74.19814361303645,73.2682955096859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,68.60060610194596,91.73238910127486,71.3522731455828,98.43352001399546,0.0,92.61945067403805,85.34164198870853,79.46635453245834,74.38790587901146,73.72210068780207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,68.29677619037788,91.99932087774043,70.90897326465799,98.39593383275978,0.0,92.24213266326412,85.79248221926434,79.04120858319261,74.57240353296932,74.17788565040603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,67.99185890205818,92.25588385487437,70.46820194457003,98.34304265998261,0.0,91.85688697010058,86.2401828291876,78.61496160641812,74.75151280497661,74.63554319281863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,67.6859660379512,92.5018135085654,70.03001183905099,98.27492880372274,0.0,91.46409275623094,86.68445076978254,78.1878056876653,74.92509193649349,75.09496099158117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,67.37921204299285,92.73680105037073,69.59446907447185,98.19168847526385,0.0,91.06411627811435,87.12496908548682,77.75994110037917,75.09301293647815,75.5560409458792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,92.9606007621079,69.16162513786152,98.09343154120721,0.0,90.65733885065657,87.56143106024854,77.33155517624037,75.25516203377076,76.01864771982498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
