,time,1197,1242,1264,1309,1331,1376,1398,1443,1175,1421,1354,1287,1220,1399,1332,1265,1153,1466,1198,1377,1444,1310,1243
0,0,87.17425062834803,70.27615654588857,94.98877027645942,82.07790667014503,85.71455844242621,89.86967569404155,72.0357827927962,74.61795606494748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,87.15544629431879,70.7076972720649,94.69033623785181,82.55325200712285,85.25235083357424,90.22047012246608,71.63358768683749,74.71209524297902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,87.12592656690286,71.14148205654179,94.38111674096857,83.02771899268507,84.78771564743803,90.56338763054379,71.23222027592773,74.7998085124902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,87.08573907687533,71.57743739272026,94.06146168304815,83.50107877700525,84.32091813214986,90.89809486889551,70.8317791928751,74.88101151993308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,87.03492197121439,72.01548594822381,93.73173296340543,83.97307937583955,83.85223254663423,91.22426698191562,70.4323707175818,74.95564840213297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,86.9735211091654,72.45554049815983,93.39228367481655,84.44346907972835,83.3819254137307,91.54156939074612,70.03409705516171,75.02366016055234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,86.9016242999852,72.89751553669718,93.04348736294986,84.91197233722326,82.91025548983662,91.84967714838483,69.63705640997235,75.08498468394298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,86.81929235173337,73.34132142559194,92.68570740049032,85.37833030062389,82.43746602967487,92.14825649215882,69.24132671732457,75.1395696159147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,86.72662761734557,73.78685192085622,92.31931614886196,85.8422519856386,81.96378523290149,92.43699420945256,68.84699896713855,75.18737890987185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,86.62371377320002,74.23400210858308,91.94468440613973,86.30345530594134,81.48945688480808,92.71556949379617,68.45415504663868,75.2283736805328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,86.51067546650636,74.68266233507225,91.56218086548111,86.76163384776409,81.01469431636808,92.98367386314514,68.06286812440314,75.26251222160568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,86.38763525923113,75.13271810451764,91.17216215507784,87.21648201219524,80.53971124866113,93.2410120167533,67.67321343485546,75.28977580244783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,86.25471350153852,75.58403699495047,90.77501021734632,87.66769559982885,80.06470684034642,93.48727287638879,67.28525776179413,75.31013655610512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,86.11205350533302,76.03650063088695,90.3710842106517,88.11494594698785,79.58988058081077,93.72217955614667,0.0,75.3235703714736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,85.95980421873136,76.48996586374513,89.96074848978394,88.55790595170515,79.11541770692952,93.94546060338394,0.0,75.33008272612722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,85.79812831383083,76.94429713789074,89.54435355692559,88.99624172916461,78.64150376853661,94.15683039861828,0.0,75.32965713192945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,85.6271850744032,77.39933315197263,89.12226318695542,89.42961284802728,78.16830346356646,94.35604998125746,0.0,75.32229382405123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,85.44714686150688,77.85492001070504,88.69480852151499,89.85767259437992,77.69598901519981,94.54286750880726,0.0,75.30800331526369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,85.25819038134536,78.31089800263605,88.26235986469781,90.2800590021222,77.2247055522896,94.7170591558622,0.0,75.28679349012207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,85.06052104402123,78.76710152372273,87.8252277966846,90.69642278879545,76.75461262513946,94.87838908570762,0.0,75.2586824787439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,84.85430660194469,79.2233376107934,87.38375230201572,91.10640026603069,76.28584340198105,95.02667117899374,0.0,75.2236986107807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,84.63976737914113,79.67943514524067,86.93826642132952,91.5096132928528,75.81853866659314,95.16170839922111,0.0,75.1818610774193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,84.41710183043136,80.13518806226104,86.48907903381871,91.90570766820493,75.35282676710513,95.2833238807945,0.0,75.13321203873117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,84.18651100580782,80.5904053092959,86.03650078992261,92.29429672637373,74.88882413653185,95.39136148838274,0.0,75.07779723449228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,83.94821425454033,81.04487473133163,85.58083518337055,92.67500938334469,74.42664209910872,95.48568631584864,0.0,75.01564672949681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,83.70242456437882,81.49837730247965,85.1223784121136,93.04747176273571,73.96639941822065,95.56616436511487,0.0,74.94681969558135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,83.44937221416598,81.95069473701463,84.6614192621084,93.41129779925106,73.5081909425379,95.63270434182259,0.0,74.87137225867616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,83.18926465227644,82.40158675491875,84.19823901296701,93.76612937253837,73.05211920047113,95.68520611028329,0.0,74.7893574744314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,82.92234162515916,82.85082144706492,83.73310339715667,94.11156755221374,72.59826381252093,95.72360244900135,0.0,74.70085702255966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,82.64882729297196,83.29815248484068,83.26627086801776,94.44726295588379,72.14671822205563,95.74784891032962,0.0,74.60592387991498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,82.36894585907908,83.74331873439864,82.79800035302057,94.77282630445642,71.69755948840206,95.75790312825835,0.0,74.50463939542873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,82.08292894276721,84.18606804759881,82.32854309071269,95.08790985320373,71.25086644697109,95.7537561587075,0.0,74.39708769218544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,81.7910074319213,84.62611748547724,81.85812740045469,95.39213702126563,70.8067023693371,95.73541169109969,0.0,74.28334927752267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,81.49341121140048,85.06320147538257,81.38698967929734,95.68515408952369,70.36513266945963,95.702896448161,0.0,74.16351352342171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,81.190368903203,85.49703164993241,80.9153437927449,95.96662106434617,69.92621909807414,95.65626009893684,0.0,74.03767221856661,67.18755344464478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,80.88211505260278,85.92731291426973,80.44341139665576,96.23620213451896,69.49001985124555,95.59555432874593,0.0,73.90591323731331,67.47967404863628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,80.56887485200046,86.35376054435841,79.97139205202502,96.4935557655996,69.0565842588812,95.52086387332542,0.0,73.76834526536318,67.77059837279712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,80.250871519905,86.7760584065983,79.49947851052308,96.73837765343475,68.62595322813755,95.43228547960905,0.0,73.62506652401252,68.06020977394111,67.09523238052512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,79.92834060953716,87.19390110368653,79.0278567806889,96.97033809589925,68.19817552830918,95.32992767166726,0.0,73.47618327965954,68.34839975425643,67.4467806578575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,79.60149321546524,87.60696885562302,78.55672022836438,97.1891570475171,67.77329678196213,95.21395170034265,0.0,73.32180347973615,68.63504166731987,67.79887187299855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,79.27055951773234,88.01495374064054,78.08622724884563,97.3945518594446,67.35133894844508,95.08447823689174,0.0,73.16204270085994,68.92002246479458,68.15141758046359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,78.93575230750282,88.4175163539751,77.61655095332529,97.5862376790444,0.0,94.9416901584415,0.0,72.99700571259635,69.20321074587456,68.5043210268175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,78.59728848286244,88.81433867127694,77.14783743653166,97.76398219362379,0.0,94.78575994752316,0.0,72.8268167539085,69.4844835621031,68.8574876140638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,78.25538163593409,89.20507130830387,76.68025388483514,97.92753073394348,0.0,94.61690047076208,0.0,72.65159498320924,69.7637103131693,69.21080880930904,67.3148989442729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,77.91024880992094,89.5893874040579,76.21392764492208,98.07667188404841,0.0,94.43531331276074,0.0,72.47145448232652,70.04076929915693,69.56417805299193,67.73441244515148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,77.56208271819844,89.96693817257315,75.74900052206556,98.21119469230992,0.0,94.24122905983987,0.0,72.28652208759861,70.31552012150522,69.91749100447917,68.15676986479401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
