,time,631,1260,1305,1283,654,632,1306
0,0,93.36766009503343,73.73398537637219,0.0,0.0,0.0,0.0,0.0
1,1,93.6451646372447,73.7322555576735,0.0,0.0,0.0,0.0,0.0
2,2,93.91173428187031,73.7240770855599,0.0,0.0,0.0,0.0,0.0
3,3,94.16705706759076,73.70945425101269,0.0,0.0,0.0,0.0,0.0
4,4,94.41082548856261,73.68840706346926,0.0,0.0,0.0,0.0,0.0
5,5,94.64275746836216,73.66094653144414,0.0,0.0,0.0,0.0,0.0
6,6,94.86256677839609,73.62709932404466,68.05928861183259,0.0,0.0,0.0,0.0
7,7,95.06997366129593,73.58688307119539,68.43150480723544,0.0,0.0,0.0,0.0
8,8,95.26473637216296,73.5403371256191,68.80462980098964,0.0,0.0,0.0,0.0
9,9,95.44660060966515,73.48749785591875,69.17857206308268,0.0,0.0,0.0,0.0
10,10,95.61533083176103,73.42839863343075,69.5532366401076,0.0,0.0,0.0,0.0
11,11,95.77072141037189,73.36309429525244,69.92852510092355,0.0,0.0,0.0,0.0
12,12,95.91256610473893,73.29163039563822,70.30433548461937,0.0,0.0,0.0,0.0
13,13,96.04066885777632,73.21406152593579,70.6805622510217,0.0,0.0,0.0,0.0
14,14,96.15487578429052,73.13045117914959,71.05709049637254,0.0,0.0,0.0,0.0
15,15,96.25503383747271,73.04085340933123,71.43380720194021,0.0,0.0,0.0,0.0
16,16,96.34100160265446,72.9453491786105,71.81058977710973,0.0,0.0,0.0,0.0
17,17,96.4126707723126,72.84399770839406,72.18730571463423,0.0,0.0,0.0,0.0
18,18,96.46993487073522,72.73687880432473,72.5638361795536,0.0,0.0,0.0,0.0
19,19,96.51272119920567,72.62406852410975,72.94004063423355,0.0,0.0,0.0,0.0
20,20,96.54098054918654,72.5056570891088,73.31578031359659,0.0,0.0,0.0,0.0
21,21,96.55466617979708,72.38171881248579,73.69091234457602,0.0,0.0,0.0,0.0
22,22,96.55375509622789,72.25235382568825,74.06528973120949,0.0,0.0,0.0,0.0
23,23,96.53825871529298,72.11764617181505,74.43874875230507,0.0,0.0,0.0,0.0
24,24,96.50820166178349,71.97769345845455,74.8111464867708,0.0,0.0,0.0,0.0
25,25,96.46360055650729,71.83259479086348,75.18230427269579,0.0,0.0,0.0,0.0
26,26,96.4045485418812,71.68244481449601,75.55205802947526,0.0,0.0,0.0,0.0
27,27,96.3310987437549,71.5273511649936,75.92023957666875,0.0,0.0,0.0,0.0
28,28,96.24335920821464,71.36741673551325,76.28667004870904,0.0,0.0,0.0,0.0
29,29,96.14145029377768,71.20274544840495,76.65116629104692,0.0,0.0,0.0,0.0
30,30,96.02550437396172,71.03344787476803,77.01354090582977,0.0,0.0,0.0,0.0
31,31,95.89568641587474,70.8596295700133,77.37360230742149,0.0,0.0,0.0,0.0
32,32,95.75215164877588,70.68140813107674,77.73115478816847,0.0,0.0,0.0,0.0
33,33,95.5950870208595,70.49889585109992,78.08600552369755,0.0,0.0,0.0,0.0
34,34,95.42471044564424,70.31219974992827,78.43793700738414,0.0,0.0,0.0,0.0
35,35,95.2412390235825,70.1214383787541,78.786755588264,0.0,0.0,0.0,0.0
36,36,95.04488872889667,69.9267302952235,79.13223590110844,0.0,0.0,0.0,0.0
37,37,94.83592522790798,69.72818290336268,79.47416999163714,0.0,0.0,0.0,0.0
38,38,94.6146013983608,69.52591463908426,79.81234666166267,0.0,0.0,0.0,0.0
39,39,94.38118759848355,69.3200490911984,80.14652971446252,0.0,0.0,0.0,0.0
40,40,94.13596078210296,69.11069845392299,80.47650872420225,0.0,0.0,0.0,0.0
41,41,93.87923396678701,68.89797454830527,80.80204105955717,0.0,0.0,0.0,0.0
42,42,93.6112850957218,68.68199945475858,81.12291070478571,0.0,0.0,0.0,0.0
43,43,93.33244667508993,68.46288910746877,81.43888442054707,0.0,0.0,0.0,0.0
44,44,93.04301516040775,68.24075866973637,81.7497265564544,0.0,0.0,0.0,0.0
45,45,92.74333955275789,68.0157171955945,82.05519927851101,0.0,0.0,0.0,0.0
46,46,92.433731841761,0.0,82.35507051746498,0.0,0.0,0.0,0.0
47,47,92.11453521308394,0.0,82.64909897455009,0.0,0.0,0.0,0.0
48,48,91.78608418661362,0.0,82.93705755907192,0.0,0.0,0.0,0.0
49,49,91.44873290506229,0.0,83.21871059227607,0.0,0.0,0.0,0.0
50,50,91.1028161536888,0.0,83.49381381999095,0.0,0.0,0.0,0.0
51,51,90.74867762161327,0.0,83.76213039840981,0.0,0.0,0.0,0.0
52,52,90.38667831833119,0.0,84.02344750687632,0.0,0.0,0.0,0.0
53,53,90.01714928986186,0.0,84.27751282502629,0.0,0.0,0.0,0.0
54,54,89.64043794243413,0.0,84.52411482600999,0.0,0.0,0.0,0.0
55,55,89.25689778320351,0.0,84.76301897362386,0.0,0.0,0.0,0.0
56,56,88.8668696534081,0.0,84.99400840532792,0.0,0.0,0.0,0.0
57,57,88.47068172089148,0.0,85.21685996206882,0.0,0.0,0.0,0.0
58,58,88.06867595350855,0.0,85.43136919496274,0.0,0.0,0.0,0.0
59,59,87.66118950257255,0.0,85.6373177847105,0.0,0.0,0.0,0.0
60,60,87.24855437572816,0.0,85.83451534613842,0.0,0.0,0.0,0.0
61,61,86.83107143325834,0.0,86.0227498892457,0.0,0.0,0.0,0.0
62,62,86.40907923761662,0.0,86.20185516187973,0.0,0.0,0.0,0.0
63,63,85.98288452058924,0.0,86.37162707754435,0.0,0.0,0.0,0.0
64,64,85.55278816050519,0.0,86.53190829702353,0.0,0.0,0.0,0.0
65,65,85.1190849853126,0.0,86.6825124926246,0.0,0.0,0.0,0.0
66,66,84.68208804473677,0.0,86.82330116398475,0.0,0.0,0.0,0.0
67,67,84.24206267456296,0.0,86.95411589402664,0.0,0.0,0.0,0.0
68,68,83.79929231497641,0.0,87.0748127000989,0.0,0.0,0.0,0.0
69,69,83.35405344605074,0.0,87.18527107882261,0.0,0.0,0.0,0.0
70,70,82.90661549569865,0.0,87.28535984480664,0.0,0.0,0.0,0.0
71,71,82.45721758801207,0.0,87.3749805516201,0.0,0.0,0.0,0.0
