,time,207,543,610,252,588,185,655,230,633,566,163,611,208,275,253,589,186,544
0,0,99.22560056576633,67.81149944325217,98.44036896345199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,99.21453655311564,67.93763047595637,98.35785964802864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,99.18769784000754,68.05944125982975,98.2602245625773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,99.14512119251751,68.17685634346137,98.14758698023185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,99.08689177256767,68.2898067297587,98.02009434211307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,99.01306477389691,68.39820877527255,97.87792864943697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,98.92376563655927,68.5020066806582,97.72129486934331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,98.81910051935051,68.60112484017107,97.5503878237606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,98.69923382476578,68.69550514381014,97.36544593263595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,98.56432105983527,68.78508576757629,97.16671788162421,67.33556387489848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,98.41456374501414,68.86980656114821,96.9544620316411,67.63915892243133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,98.25015359960094,68.94961452072614,96.72894581827028,67.9418843650746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,98.07131612374906,69.02445308905997,96.49047688334882,68.2436375409801,67.30743858100622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,97.87830967718399,69.09427301125875,96.23933848578336,68.5442921532208,67.70979244409499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,97.6713702460819,69.15902701736685,95.97585247551716,68.84374581950266,68.11437580218222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,97.45077628402471,69.21867532445468,95.70034655487996,69.1418777975452,68.52113405902924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,97.21683663042025,69.27317482896217,95.4131535922998,69.43855926352201,68.93000964315169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,96.96982519425922,69.32249003548287,95.1146212249358,69.7336752079589,69.34093646195437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,96.71007703617023,69.36658767546496,94.80509043005098,70.02709173111347,69.75385055126547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,96.43790171728506,69.40543127470252,94.48491548324309,70.3186890934275,70.16867912564722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,96.15365704044726,69.43900308317065,94.15447303827817,70.60832846095748,70.58535148617457,67.51981533944321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,95.85767401136152,69.46727676828756,93.81412075220588,70.89587410181775,71.00378208100143,67.9014022256845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,95.55029860011213,69.49022837094927,93.46423707798508,71.18119942747667,71.42389293168864,68.28438584402605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,95.2319216535638,69.50784731748286,93.1051804992046,71.46415849126168,71.84558489694771,68.66869733530339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,94.90288469180881,69.5201199917271,92.73734833359941,71.74461460871996,72.26877809756712,69.05424328516146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
